CWE ID: 1004, Name: Sensitive Cookie Without 'HttpOnly' Flag, Description: Нет описания
CWE ID: 204, Name: Observable Response Discrepancy, Description: Нет описания
CWE ID: 205, Name: Observable Behavioral Discrepancy, Description: Нет описания
CWE ID: 206, Name: Observable Internal Behavioral Discrepancy, Description: Нет описания
CWE ID: 207, Name: Observable Behavioral Discrepancy With Equivalent Products, Description: Нет описания
CWE ID: 208, Name: Observable Timing Discrepancy, Description: Нет описания
CWE ID: 209, Name: Generation of Error Message Containing Sensitive Information, Description: Нет описания
CWE ID: 210, Name: Self-generated Error Message Containing Sensitive Information, Description: Нет описания
CWE ID: 211, Name: Externally-Generated Error Message Containing Sensitive Information, Description: Нет описания
CWE ID: 212, Name: Improper Removal of Sensitive Information Before Storage or Transfer, Description: Нет описания
CWE ID: 213, Name: Exposure of Sensitive Information Due to Incompatible Policies, Description: Нет описания
CWE ID: 214, Name: Invocation of Process Using Visible Sensitive Information, Description: Нет описания
CWE ID: 215, Name: Insertion of Sensitive Information Into Debugging Code, Description: Нет описания
CWE ID: 216, Name: DEPRECATED: Containment Errors (Container Errors), Description: Нет описания
CWE ID: 217, Name: DEPRECATED: Failure to Protect Stored Data from Modification, Description: Нет описания
CWE ID: 218, Name: DEPRECATED: Failure to provide confidentiality for stored data, Description: Нет описания
CWE ID: 219, Name: Storage of File with Sensitive Data Under Web Root, Description: Нет описания
CWE ID: 22, Name: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'), Description: Нет описания
CWE ID: 220, Name: Storage of File With Sensitive Data Under FTP Root, Description: Нет описания
CWE ID: 221, Name: Information Loss or Omission, Description: Нет описания
CWE ID: 222, Name: Truncation of Security-relevant Information, Description: Нет описания
CWE ID: 223, Name: Omission of Security-relevant Information, Description: Нет описания
CWE ID: 224, Name: Obscured Security-relevant Information by Alternate Name, Description: Нет описания
CWE ID: 225, Name: DEPRECATED: General Information Management Problems, Description: Нет описания
CWE ID: 226, Name: Sensitive Information in Resource Not Removed Before Reuse, Description: Нет описания
CWE ID: 228, Name: Improper Handling of Syntactically Invalid Structure, Description: Нет описания
CWE ID: 229, Name: Improper Handling of Values, Description: Нет описания
CWE ID: 23, Name: Relative Path Traversal, Description: Нет описания
CWE ID: 230, Name: Improper Handling of Missing Values, Description: Нет описания
CWE ID: 231, Name: Improper Handling of Extra Values, Description: Нет описания
CWE ID: 232, Name: Improper Handling of Undefined Values, Description: Нет описания
CWE ID: 233, Name: Improper Handling of Parameters, Description: Нет описания
CWE ID: 234, Name: Failure to Handle Missing Parameter, Description: Нет описания
CWE ID: 235, Name: Improper Handling of Extra Parameters, Description: Нет описания
CWE ID: 236, Name: Improper Handling of Undefined Parameters, Description: Нет описания
CWE ID: 237, Name: Improper Handling of Structural Elements, Description: Нет описания
CWE ID: 238, Name: Improper Handling of Incomplete Structural Elements, Description: Нет описания
CWE ID: 239, Name: Failure to Handle Incomplete Element, Description: Нет описания
CWE ID: 24, Name: Path Traversal: '../filedir', Description: Нет описания
CWE ID: 240, Name: Improper Handling of Inconsistent Structural Elements, Description: Нет описания
CWE ID: 241, Name: Improper Handling of Unexpected Data Type, Description: Нет описания
CWE ID: 242, Name: Use of Inherently Dangerous Function, Description: Нет описания
CWE ID: 243, Name: Creation of chroot Jail Without Changing Working Directory, Description: Нет описания
CWE ID: 244, Name: Improper Clearing of Heap Memory Before Release ('Heap Inspection'), Description: Нет описания
CWE ID: 245, Name: J2EE Bad Practices: Direct Management of Connections, Description: Нет описания
CWE ID: 246, Name: J2EE Bad Practices: Direct Use of Sockets, Description: Нет описания
CWE ID: 247, Name: DEPRECATED: Reliance on DNS Lookups in a Security Decision, Description: Нет описания
CWE ID: 248, Name: Uncaught Exception, Description: Нет описания
CWE ID: 249, Name: DEPRECATED: Often Misused: Path Manipulation, Description: Нет описания
CWE ID: 25, Name: Path Traversal: '/../filedir', Description: Нет описания
CWE ID: 250, Name: Execution with Unnecessary Privileges, Description: Нет описания
CWE ID: 252, Name: Unchecked Return Value, Description: Нет описания
CWE ID: 253, Name: Incorrect Check of Function Return Value, Description: Нет описания
CWE ID: 256, Name: Plaintext Storage of a Password, Description: Нет описания
CWE ID: 257, Name: Storing Passwords in a Recoverable Format, Description: Нет описания
CWE ID: 258, Name: Empty Password in Configuration File, Description: Нет описания
CWE ID: 259, Name: Use of Hard-coded Password, Description: Нет описания
CWE ID: 26, Name: Path Traversal: '/dir/../filename', Description: Нет описания
CWE ID: 260, Name: Password in Configuration File, Description: Нет описания
CWE ID: 261, Name: Weak Encoding for Password, Description: Нет описания
CWE ID: 262, Name: Not Using Password Aging, Description: Нет описания
CWE ID: 263, Name: Password Aging with Long Expiration, Description: Нет описания
CWE ID: 266, Name: Incorrect Privilege Assignment, Description: Нет описания
CWE ID: 267, Name: Privilege Defined With Unsafe Actions, Description: Нет описания
CWE ID: 268, Name: Privilege Chaining, Description: Нет описания
CWE ID: 269, Name: Improper Privilege Management, Description: Нет описания
CWE ID: 27, Name: Path Traversal: 'dir/../../filename', Description: Нет описания
CWE ID: 270, Name: Privilege Context Switching Error, Description: Нет описания
CWE ID: 271, Name: Privilege Dropping / Lowering Errors, Description: Нет описания
CWE ID: 272, Name: Least Privilege Violation, Description: Нет описания
CWE ID: 273, Name: Improper Check for Dropped Privileges, Description: Нет описания
CWE ID: 274, Name: Improper Handling of Insufficient Privileges, Description: Нет описания
CWE ID: 276, Name: Incorrect Default Permissions, Description: Нет описания
CWE ID: 277, Name: Insecure Inherited Permissions, Description: Нет описания
CWE ID: 278, Name: Insecure Preserved Inherited Permissions, Description: Нет описания
CWE ID: 279, Name: Incorrect Execution-Assigned Permissions, Description: Нет описания
CWE ID: 28, Name: Path Traversal: '..\filedir', Description: Нет описания
CWE ID: 280, Name: Improper Handling of Insufficient Permissions or Privileges , Description: Нет описания
CWE ID: 281, Name: Improper Preservation of Permissions, Description: Нет описания
CWE ID: 282, Name: Improper Ownership Management, Description: Нет описания
CWE ID: 283, Name: Unverified Ownership, Description: Нет описания
CWE ID: 284, Name: Improper Access Control, Description: Нет описания
CWE ID: 285, Name: Improper Authorization, Description: Нет описания
CWE ID: 286, Name: Incorrect User Management, Description: Нет описания
CWE ID: 287, Name: Improper Authentication, Description: Нет описания
CWE ID: 288, Name: Authentication Bypass Using an Alternate Path or Channel, Description: Нет описания
CWE ID: 289, Name: Authentication Bypass by Alternate Name, Description: Нет описания
CWE ID: 29, Name: Path Traversal: '\..\filename', Description: Нет описания
CWE ID: 290, Name: Authentication Bypass by Spoofing, Description: Нет описания
CWE ID: 291, Name: Reliance on IP Address for Authentication, Description: Нет описания
CWE ID: 292, Name: DEPRECATED: Trusting Self-reported DNS Name, Description: Нет описания
CWE ID: 293, Name: Using Referer Field for Authentication, Description: Нет описания
CWE ID: 294, Name: Authentication Bypass by Capture-replay, Description: Нет описания
CWE ID: 295, Name: Improper Certificate Validation, Description: Нет описания
CWE ID: 296, Name: Improper Following of a Certificate's Chain of Trust, Description: Нет описания
CWE ID: 297, Name: Improper Validation of Certificate with Host Mismatch, Description: Нет описания
CWE ID: 298, Name: Improper Validation of Certificate Expiration, Description: Нет описания
CWE ID: 299, Name: Improper Check for Certificate Revocation, Description: Нет описания
CWE ID: 30, Name: Path Traversal: '\dir\..\filename', Description: Нет описания
CWE ID: 300, Name: Channel Accessible by Non-Endpoint, Description: Нет описания
CWE ID: 301, Name: Reflection Attack in an Authentication Protocol, Description: Нет описания
CWE ID: 302, Name: Authentication Bypass by Assumed-Immutable Data, Description: Нет описания
CWE ID: 303, Name: Incorrect Implementation of Authentication Algorithm, Description: Нет описания
CWE ID: 304, Name: Missing Critical Step in Authentication, Description: Нет описания
CWE ID: 305, Name: Authentication Bypass by Primary Weakness, Description: Нет описания
CWE ID: 306, Name: Missing Authentication for Critical Function, Description: Нет описания
CWE ID: 307, Name: Improper Restriction of Excessive Authentication Attempts, Description: Нет описания
CWE ID: 308, Name: Use of Single-factor Authentication, Description: Нет описания
CWE ID: 309, Name: Use of Password System for Primary Authentication, Description: Нет описания
CWE ID: 31, Name: Path Traversal: 'dir\..\..\filename', Description: Нет описания
CWE ID: 311, Name: Missing Encryption of Sensitive Data, Description: Нет описания
CWE ID: 312, Name: Cleartext Storage of Sensitive Information, Description: Нет описания
CWE ID: 313, Name: Cleartext Storage in a File or on Disk, Description: Нет описания
CWE ID: 314, Name: Cleartext Storage in the Registry, Description: Нет описания
CWE ID: 315, Name: Cleartext Storage of Sensitive Information in a Cookie, Description: Нет описания
CWE ID: 316, Name: Cleartext Storage of Sensitive Information in Memory, Description: Нет описания
CWE ID: 317, Name: Cleartext Storage of Sensitive Information in GUI, Description: Нет описания
CWE ID: 318, Name: Cleartext Storage of Sensitive Information in Executable, Description: Нет описания
CWE ID: 319, Name: Cleartext Transmission of Sensitive Information, Description: Нет описания
CWE ID: 32, Name: Path Traversal: '...' (Triple Dot), Description: Нет описания
CWE ID: 321, Name: Use of Hard-coded Cryptographic Key, Description: Нет описания
CWE ID: 322, Name: Key Exchange without Entity Authentication, Description: Нет описания
CWE ID: 323, Name: Reusing a Nonce, Key Pair in Encryption, Description: Нет описания
CWE ID: 324, Name: Use of a Key Past its Expiration Date, Description: Нет описания
CWE ID: 325, Name: Missing Cryptographic Step, Description: Нет описания
CWE ID: 326, Name: Inadequate Encryption Strength, Description: Нет описания
CWE ID: 327, Name: Use of a Broken or Risky Cryptographic Algorithm, Description: Нет описания
CWE ID: 328, Name: Use of Weak Hash, Description: Нет описания
CWE ID: 329, Name: Generation of Predictable IV with CBC Mode, Description: Нет описания
CWE ID: 33, Name: Path Traversal: '....' (Multiple Dot), Description: Нет описания
CWE ID: 330, Name: Use of Insufficiently Random Values, Description: Нет описания
CWE ID: 331, Name: Insufficient Entropy, Description: Нет описания
CWE ID: 332, Name: Insufficient Entropy in PRNG, Description: Нет описания
CWE ID: 333, Name: Improper Handling of Insufficient Entropy in TRNG, Description: Нет описания
CWE ID: 334, Name: Small Space of Random Values, Description: Нет описания
CWE ID: 335, Name: Incorrect Usage of Seeds in Pseudo-Random Number Generator (PRNG), Description: Нет описания
CWE ID: 336, Name: Same Seed in Pseudo-Random Number Generator (PRNG), Description: Нет описания
CWE ID: 337, Name: Predictable Seed in Pseudo-Random Number Generator (PRNG), Description: Нет описания
CWE ID: 338, Name: Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG), Description: Нет описания
CWE ID: 339, Name: Small Seed Space in PRNG, Description: Нет описания
CWE ID: 34, Name: Path Traversal: '....//', Description: Нет описания
CWE ID: 340, Name: Generation of Predictable Numbers or Identifiers, Description: Нет описания
CWE ID: 341, Name: Predictable from Observable State, Description: Нет описания
CWE ID: 342, Name: Predictable Exact Value from Previous Values, Description: Нет описания
CWE ID: 343, Name: Predictable Value Range from Previous Values, Description: Нет описания
CWE ID: 344, Name: Use of Invariant Value in Dynamically Changing Context, Description: Нет описания
CWE ID: 345, Name: Insufficient Verification of Data Authenticity, Description: Нет описания
CWE ID: 346, Name: Origin Validation Error, Description: Нет описания
CWE ID: 347, Name: Improper Verification of Cryptographic Signature, Description: Нет описания
CWE ID: 348, Name: Use of Less Trusted Source, Description: Нет описания
CWE ID: 349, Name: Acceptance of Extraneous Untrusted Data With Trusted Data, Description: Нет описания
CWE ID: 35, Name: Path Traversal: '.../...//', Description: Нет описания
CWE ID: 350, Name: Reliance on Reverse DNS Resolution for a Security-Critical Action, Description: Нет описания
CWE ID: 351, Name: Insufficient Type Distinction, Description: Нет описания
CWE ID: 352, Name: Cross-Site Request Forgery (CSRF), Description: Нет описания
CWE ID: 353, Name: Missing Support for Integrity Check, Description: Нет описания
CWE ID: 354, Name: Improper Validation of Integrity Check Value, Description: Нет описания
CWE ID: 356, Name: Product UI does not Warn User of Unsafe Actions, Description: Нет описания
CWE ID: 357, Name: Insufficient UI Warning of Dangerous Operations, Description: Нет описания
CWE ID: 358, Name: Improperly Implemented Security Check for Standard, Description: Нет описания
CWE ID: 359, Name: Exposure of Private Personal Information to an Unauthorized Actor, Description: Нет описания
CWE ID: 36, Name: Absolute Path Traversal, Description: Нет описания
CWE ID: 360, Name: Trust of System Event Data, Description: Нет описания
CWE ID: 362, Name: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'), Description: Нет описания
CWE ID: 363, Name: Race Condition Enabling Link Following, Description: Нет описания
CWE ID: 364, Name: Signal Handler Race Condition, Description: Нет описания
CWE ID: 365, Name: DEPRECATED: Race Condition in Switch, Description: Нет описания
CWE ID: 366, Name: Race Condition within a Thread, Description: Нет описания
CWE ID: 367, Name: Time-of-check Time-of-use (TOCTOU) Race Condition, Description: Нет описания
CWE ID: 368, Name: Context Switching Race Condition, Description: Нет описания
CWE ID: 369, Name: Divide By Zero, Description: Нет описания
CWE ID: 37, Name: Path Traversal: '/absolute/pathname/here', Description: Нет описания
CWE ID: 370, Name: Missing Check for Certificate Revocation after Initial Check, Description: Нет описания
CWE ID: 372, Name: Incomplete Internal State Distinction, Description: Нет описания
CWE ID: 373, Name: DEPRECATED: State Synchronization Error, Description: Нет описания
CWE ID: 374, Name: Passing Mutable Objects to an Untrusted Method, Description: Нет описания
CWE ID: 375, Name: Returning a Mutable Object to an Untrusted Caller, Description: Нет описания
CWE ID: 377, Name: Insecure Temporary File, Description: Нет описания
CWE ID: 378, Name: Creation of Temporary File With Insecure Permissions, Description: Нет описания
CWE ID: 379, Name: Creation of Temporary File in Directory with Insecure Permissions, Description: Нет описания
CWE ID: 38, Name: Path Traversal: '\absolute\pathname\here', Description: Нет описания
CWE ID: 382, Name: J2EE Bad Practices: Use of System.exit(), Description: Нет описания
CWE ID: 383, Name: J2EE Bad Practices: Direct Use of Threads, Description: Нет описания
CWE ID: 384, Name: Session Fixation, Description: Нет описания
CWE ID: 385, Name: Covert Timing Channel, Description: Нет описания
CWE ID: 386, Name: Symbolic Name not Mapping to Correct Object, Description: Нет описания
CWE ID: 39, Name: Path Traversal: 'C:dirname', Description: Нет описания
CWE ID: 390, Name: Detection of Error Condition Without Action, Description: Нет описания
CWE ID: 391, Name: Unchecked Error Condition, Description: Нет описания
CWE ID: 392, Name: Missing Report of Error Condition, Description: Нет описания
CWE ID: 393, Name: Return of Wrong Status Code, Description: Нет описания
CWE ID: 394, Name: Unexpected Status Code or Return Value, Description: Нет описания
CWE ID: 395, Name: Use of NullPointerException Catch to Detect NULL Pointer Dereference, Description: Нет описания
CWE ID: 396, Name: Declaration of Catch for Generic Exception, Description: Нет описания
CWE ID: 397, Name: Declaration of Throws for Generic Exception, Description: Нет описания
CWE ID: 40, Name: Path Traversal: '\\UNC\share\name\' (Windows UNC Share), Description: Нет описания
CWE ID: 400, Name: Uncontrolled Resource Consumption, Description: Нет описания
CWE ID: 401, Name: Missing Release of Memory after Effective Lifetime, Description: Нет описания
CWE ID: 402, Name: Transmission of Private Resources into a New Sphere ('Resource Leak'), Description: Нет описания
CWE ID: 403, Name: Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak'), Description: Нет описания
CWE ID: 404, Name: Improper Resource Shutdown or Release, Description: Нет описания
CWE ID: 405, Name: Asymmetric Resource Consumption (Amplification), Description: Нет описания
CWE ID: 406, Name: Insufficient Control of Network Message Volume (Network Amplification), Description: Нет описания
CWE ID: 407, Name: Inefficient Algorithmic Complexity, Description: Нет описания
CWE ID: 408, Name: Incorrect Behavior Order: Early Amplification, Description: Нет описания
CWE ID: 409, Name: Improper Handling of Highly Compressed Data (Data Amplification), Description: Нет описания
CWE ID: 41, Name: Improper Resolution of Path Equivalence, Description: Нет описания
CWE ID: 410, Name: Insufficient Resource Pool, Description: Нет описания
CWE ID: 412, Name: Unrestricted Externally Accessible Lock, Description: Нет описания
CWE ID: 413, Name: Improper Resource Locking, Description: Нет описания
CWE ID: 414, Name: Missing Lock Check, Description: Нет описания
CWE ID: 415, Name: Double Free, Description: Нет описания
CWE ID: 416, Name: Use After Free, Description: Нет описания
CWE ID: 419, Name: Unprotected Primary Channel, Description: Нет описания
CWE ID: 42, Name: Path Equivalence: 'filename.' (Trailing Dot), Description: Нет описания
CWE ID: 420, Name: Unprotected Alternate Channel, Description: Нет описания
CWE ID: 421, Name: Race Condition During Access to Alternate Channel, Description: Нет описания
CWE ID: 422, Name: Unprotected Windows Messaging Channel ('Shatter'), Description: Нет описания
CWE ID: 423, Name: DEPRECATED: Proxied Trusted Channel, Description: Нет описания
CWE ID: 424, Name: Improper Protection of Alternate Path, Description: Нет описания
CWE ID: 425, Name: Direct Request ('Forced Browsing'), Description: Нет описания
CWE ID: 426, Name: Untrusted Search Path, Description: Нет описания
CWE ID: 427, Name: Uncontrolled Search Path Element, Description: Нет описания
CWE ID: 428, Name: Unquoted Search Path or Element, Description: Нет описания
CWE ID: 43, Name: Path Equivalence: 'filename....' (Multiple Trailing Dot), Description: Нет описания
CWE ID: 430, Name: Deployment of Wrong Handler, Description: Нет описания
CWE ID: 431, Name: Missing Handler, Description: Нет описания
CWE ID: 432, Name: Dangerous Signal Handler not Disabled During Sensitive Operations, Description: Нет описания
CWE ID: 433, Name: Unparsed Raw Web Content Delivery, Description: Нет описания
CWE ID: 434, Name: Unrestricted Upload of File with Dangerous Type, Description: Нет описания
CWE ID: 435, Name: Improper Interaction Between Multiple Correctly-Behaving Entities, Description: Нет описания
CWE ID: 436, Name: Interpretation Conflict, Description: Нет описания
CWE ID: 437, Name: Incomplete Model of Endpoint Features, Description: Нет описания
CWE ID: 439, Name: Behavioral Change in New Version or Environment, Description: Нет описания
CWE ID: 44, Name: Path Equivalence: 'file.name' (Internal Dot), Description: Нет описания
CWE ID: 440, Name: Expected Behavior Violation, Description: Нет описания
CWE ID: 441, Name: Unintended Proxy or Intermediary ('Confused Deputy'), Description: Нет описания
CWE ID: 443, Name: DEPRECATED: HTTP response splitting, Description: Нет описания
CWE ID: 444, Name: Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'), Description: Нет описания
CWE ID: 446, Name: UI Discrepancy for Security Feature, Description: Нет описания
CWE ID: 447, Name: Unimplemented or Unsupported Feature in UI, Description: Нет описания
CWE ID: 448, Name: Obsolete Feature in UI, Description: Нет описания
CWE ID: 449, Name: The UI Performs the Wrong Action, Description: Нет описания
CWE ID: 45, Name: Path Equivalence: 'file...name' (Multiple Internal Dot), Description: Нет описания
CWE ID: 450, Name: Multiple Interpretations of UI Input, Description: Нет описания
CWE ID: 451, Name: User Interface (UI) Misrepresentation of Critical Information, Description: Нет описания
CWE ID: 453, Name: Insecure Default Variable Initialization, Description: Нет описания
CWE ID: 454, Name: External Initialization of Trusted Variables or Data Stores, Description: Нет описания
CWE ID: 455, Name: Non-exit on Failed Initialization, Description: Нет описания
CWE ID: 456, Name: Missing Initialization of a Variable, Description: Нет описания
CWE ID: 457, Name: Use of Uninitialized Variable, Description: Нет описания
CWE ID: 458, Name: DEPRECATED: Incorrect Initialization, Description: Нет описания
CWE ID: 459, Name: Incomplete Cleanup, Description: Нет описания
CWE ID: 46, Name: Path Equivalence: 'filename ' (Trailing Space), Description: Нет описания
CWE ID: 460, Name: Improper Cleanup on Thrown Exception, Description: Нет описания
CWE ID: 462, Name: Duplicate Key in Associative List (Alist), Description: Нет описания
CWE ID: 463, Name: Deletion of Data Structure Sentinel, Description: Нет описания
CWE ID: 464, Name: Addition of Data Structure Sentinel, Description: Нет описания
CWE ID: 466, Name: Return of Pointer Value Outside of Expected Range, Description: Нет описания
CWE ID: 467, Name: Use of sizeof() on a Pointer Type, Description: Нет описания
CWE ID: 468, Name: Incorrect Pointer Scaling, Description: Нет описания
CWE ID: 469, Name: Use of Pointer Subtraction to Determine Size, Description: Нет описания
CWE ID: 47, Name: Path Equivalence: ' filename' (Leading Space), Description: Нет описания
CWE ID: 470, Name: Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'), Description: Нет описания
CWE ID: 471, Name: Modification of Assumed-Immutable Data (MAID), Description: Нет описания
CWE ID: 472, Name: External Control of Assumed-Immutable Web Parameter, Description: Нет описания
CWE ID: 473, Name: PHP External Variable Modification, Description: Нет описания
CWE ID: 474, Name: Use of Function with Inconsistent Implementations, Description: Нет описания
CWE ID: 475, Name: Undefined Behavior for Input to API, Description: Нет описания
CWE ID: 476, Name: NULL Pointer Dereference, Description: Нет описания
CWE ID: 477, Name: Use of Obsolete Function, Description: Нет описания
CWE ID: 478, Name: Missing Default Case in Multiple Condition Expression, Description: Нет описания
CWE ID: 479, Name: Signal Handler Use of a Non-reentrant Function, Description: Нет описания
CWE ID: 48, Name: Path Equivalence: 'file name' (Internal Whitespace), Description: Нет описания
CWE ID: 480, Name: Use of Incorrect Operator, Description: Нет описания
CWE ID: 481, Name: Assigning instead of Comparing, Description: Нет описания
CWE ID: 482, Name: Comparing instead of Assigning, Description: Нет описания
CWE ID: 483, Name: Incorrect Block Delimitation, Description: Нет описания
CWE ID: 484, Name: Omitted Break Statement in Switch, Description: Нет описания
CWE ID: 486, Name: Comparison of Classes by Name, Description: Нет описания
CWE ID: 487, Name: Reliance on Package-level Scope, Description: Нет описания
CWE ID: 488, Name: Exposure of Data Element to Wrong Session, Description: Нет описания
CWE ID: 489, Name: Active Debug Code, Description: Нет описания
CWE ID: 49, Name: Path Equivalence: 'filename/' (Trailing Slash), Description: Нет описания
CWE ID: 491, Name: Public cloneable() Method Without Final ('Object Hijack'), Description: Нет описания
CWE ID: 492, Name: Use of Inner Class Containing Sensitive Data, Description: Нет описания
CWE ID: 493, Name: Critical Public Variable Without Final Modifier, Description: Нет описания
CWE ID: 494, Name: Download of Code Without Integrity Check, Description: Нет описания
CWE ID: 495, Name: Private Data Structure Returned From A Public Method, Description: Нет описания
CWE ID: 496, Name: Public Data Assigned to Private Array-Typed Field, Description: Нет описания
CWE ID: 497, Name: Exposure of Sensitive System Information to an Unauthorized Control Sphere, Description: Нет описания
CWE ID: 498, Name: Cloneable Class Containing Sensitive Information, Description: Нет описания
CWE ID: 499, Name: Serializable Class Containing Sensitive Data, Description: Нет описания
CWE ID: 5, Name: J2EE Misconfiguration: Data Transmission Without Encryption, Description: Нет описания
CWE ID: 50, Name: Path Equivalence: '//multiple/leading/slash', Description: Нет описания
CWE ID: 500, Name: Public Static Field Not Marked Final, Description: Нет описания
CWE ID: 501, Name: Trust Boundary Violation, Description: Нет описания
CWE ID: 502, Name: Deserialization of Untrusted Data, Description: Нет описания
CWE ID: 506, Name: Embedded Malicious Code, Description: Нет описания
CWE ID: 507, Name: Trojan Horse, Description: Нет описания
CWE ID: 508, Name: Non-Replicating Malicious Code, Description: Нет описания
CWE ID: 509, Name: Replicating Malicious Code (Virus or Worm), Description: Нет описания
CWE ID: 51, Name: Path Equivalence: '/multiple//internal/slash', Description: Нет описания
CWE ID: 510, Name: Trapdoor, Description: Нет описания
CWE ID: 511, Name: Logic/Time Bomb, Description: Нет описания
CWE ID: 512, Name: Spyware, Description: Нет описания
CWE ID: 514, Name: Covert Channel, Description: Нет описания
CWE ID: 515, Name: Covert Storage Channel, Description: Нет описания
CWE ID: 516, Name: DEPRECATED: Covert Timing Channel, Description: Нет описания
CWE ID: 52, Name: Path Equivalence: '/multiple/trailing/slash//', Description: Нет описания
CWE ID: 520, Name: .NET Misconfiguration: Use of Impersonation, Description: Нет описания
CWE ID: 521, Name: Weak Password Requirements, Description: Нет описания
CWE ID: 522, Name: Insufficiently Protected Credentials, Description: Нет описания
CWE ID: 523, Name: Unprotected Transport of Credentials, Description: Нет описания
CWE ID: 524, Name: Use of Cache Containing Sensitive Information, Description: Нет описания
CWE ID: 525, Name: Use of Web Browser Cache Containing Sensitive Information, Description: Нет описания
CWE ID: 526, Name: Cleartext Storage of Sensitive Information in an Environment Variable, Description: Нет описания
CWE ID: 527, Name: Exposure of Version-Control Repository to an Unauthorized Control Sphere, Description: Нет описания
CWE ID: 528, Name: Exposure of Core Dump File to an Unauthorized Control Sphere, Description: Нет описания
CWE ID: 529, Name: Exposure of Access Control List Files to an Unauthorized Control Sphere, Description: Нет описания
CWE ID: 53, Name: Path Equivalence: '\multiple\\internal\backslash', Description: Нет описания
CWE ID: 530, Name: Exposure of Backup File to an Unauthorized Control Sphere, Description: Нет описания
CWE ID: 531, Name: Inclusion of Sensitive Information in Test Code, Description: Нет описания
CWE ID: 532, Name: Insertion of Sensitive Information into Log File, Description: Нет описания
CWE ID: 533, Name: DEPRECATED: Information Exposure Through Server Log Files, Description: Нет описания
CWE ID: 534, Name: DEPRECATED: Information Exposure Through Debug Log Files, Description: Нет описания
CWE ID: 535, Name: Exposure of Information Through Shell Error Message, Description: Нет описания
CWE ID: 536, Name: Servlet Runtime Error Message Containing Sensitive Information, Description: Нет описания
CWE ID: 537, Name: Java Runtime Error Message Containing Sensitive Information, Description: Нет описания
CWE ID: 538, Name: Insertion of Sensitive Information into Externally-Accessible File or Directory, Description: Нет описания
CWE ID: 539, Name: Use of Persistent Cookies Containing Sensitive Information, Description: Нет описания
CWE ID: 54, Name: Path Equivalence: 'filedir\' (Trailing Backslash), Description: Нет описания
CWE ID: 540, Name: Inclusion of Sensitive Information in Source Code, Description: Нет описания
CWE ID: 541, Name: Inclusion of Sensitive Information in an Include File, Description: Нет описания
CWE ID: 542, Name: DEPRECATED: Information Exposure Through Cleanup Log Files, Description: Нет описания
CWE ID: 543, Name: Use of Singleton Pattern Without Synchronization in a Multithreaded Context, Description: Нет описания
CWE ID: 544, Name: Missing Standardized Error Handling Mechanism, Description: Нет описания
CWE ID: 545, Name: DEPRECATED: Use of Dynamic Class Loading, Description: Нет описания
CWE ID: 546, Name: Suspicious Comment, Description: Нет описания
CWE ID: 547, Name: Use of Hard-coded, Security-relevant Constants, Description: Нет описания
CWE ID: 548, Name: Exposure of Information Through Directory Listing, Description: Нет описания
CWE ID: 549, Name: Missing Password Field Masking, Description: Нет описания
CWE ID: 55, Name: Path Equivalence: '/./' (Single Dot Directory), Description: Нет описания
CWE ID: 550, Name: Server-generated Error Message Containing Sensitive Information, Description: Нет описания
CWE ID: 551, Name: Incorrect Behavior Order: Authorization Before Parsing and Canonicalization, Description: Нет описания
CWE ID: 552, Name: Files or Directories Accessible to External Parties, Description: Нет описания
CWE ID: 553, Name: Command Shell in Externally Accessible Directory, Description: Нет описания
CWE ID: 554, Name: ASP.NET Misconfiguration: Not Using Input Validation Framework, Description: Нет описания
CWE ID: 555, Name: J2EE Misconfiguration: Plaintext Password in Configuration File, Description: Нет описания
CWE ID: 556, Name: ASP.NET Misconfiguration: Use of Identity Impersonation, Description: Нет описания
CWE ID: 558, Name: Use of getlogin() in Multithreaded Application, Description: Нет описания
CWE ID: 56, Name: Path Equivalence: 'filedir*' (Wildcard), Description: Нет описания
CWE ID: 560, Name: Use of umask() with chmod-style Argument, Description: Нет описания
CWE ID: 561, Name: Dead Code, Description: Нет описания
CWE ID: 562, Name: Return of Stack Variable Address, Description: Нет описания
CWE ID: 563, Name: Assignment to Variable without Use, Description: Нет описания
CWE ID: 564, Name: SQL Injection: Hibernate, Description: Нет описания
CWE ID: 565, Name: Reliance on Cookies without Validation and Integrity Checking, Description: Нет описания
CWE ID: 566, Name: Authorization Bypass Through User-Controlled SQL Primary Key, Description: Нет описания
CWE ID: 567, Name: Unsynchronized Access to Shared Data in a Multithreaded Context, Description: Нет описания
CWE ID: 568, Name: finalize() Method Without super.finalize(), Description: Нет описания
CWE ID: 57, Name: Path Equivalence: 'fakedir/../realdir/filename', Description: Нет описания
CWE ID: 570, Name: Expression is Always False, Description: Нет описания
CWE ID: 571, Name: Expression is Always True, Description: Нет описания
CWE ID: 572, Name: Call to Thread run() instead of start(), Description: Нет описания
CWE ID: 573, Name: Improper Following of Specification by Caller, Description: Нет описания
CWE ID: 574, Name: EJB Bad Practices: Use of Synchronization Primitives, Description: Нет описания
